CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-21-07,SX,Morice,2018,"19,154",1,"19,154",1.16,"22,191",1,22191,"2,018",8.30%,"24,209","2,174",8.90%,"24,365",2,5,4.32,Morice+,[LOOKUP CU],Sockeye Model,4
SX_L-21-07,SX,Morice,2019,"24,260",1,"24,260",1.16,"28,107",1,28107,"3,665",11.10%,"31,772","4,961",15.00%,"33,068",2,5,4.32,Morice+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1954,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1955,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1956,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1957,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1958,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1959,,,,,,,,,,,,,,,,,,,,4
SX_L-21-09,SX,Stephens,1960,"2,500",1,"2,500",1.11,"2,786",2,5571,"2,574",28.90%,"8,145","3,349",37.50%,"8,920",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1961,750,1,750,1.11,836,2,1671,886,34.20%,"2,557",919,35.50%,"2,590",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1962,1,1,1,1.11,1,2,2,1,33.90%,3,1,38.80%,4,2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1963,"3,500",1,"3,500",1.11,"3,900",2,7800,"1,817",17.80%,"9,617","2,435",23.80%,"10,235",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1964,"1,500",1,"1,500",1.11,"1,671",2,3343,"1,725",32.30%,"5,068","2,005",37.50%,"5,348",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1965,750,1,750,1.11,836,2,1671,575,23.50%,"2,247",781,31.90%,"2,453",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1966,"1,500",1,"1,500",1.11,"1,671",2,3343,"2,498",41.70%,"5,840","2,645",44.20%,"5,988",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1967,"2,000",1,"2,000",1.11,"2,228",2,4457,"3,572",41.30%,"8,029","4,198",48.50%,"8,654",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1968,"3,500",1,"3,500",1.11,"3,900",2,7800,"5,480",40.10%,"13,279","5,865",42.90%,"13,665",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1969,"3,500",1,"3,500",1.11,"3,900",2,7800,"3,843",31.90%,"11,642","4,249",35.30%,"12,049",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1970,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,115",34.00%,"11,915","4,299",35.50%,"12,099",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1971,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,722",37.20%,"12,521","4,888",38.50%,"12,687",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1972,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,593",35.60%,"12,393","5,089",39.50%,"12,889",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1973,"3,500",1,"3,500",1.11,"3,900",2,7800,"5,745",41.20%,"13,544","6,131",44.00%,"13,930",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1974,"3,500",1,"3,500",1.11,"3,900",2,7800,"6,679",44.80%,"14,479","7,107",47.70%,"14,907",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1975,"3,500",1,"3,500",1.11,"3,900",2,7800,"3,166",28.50%,"10,966","3,291",29.70%,"11,091",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1976,400,1,400,1.11,446,2,891,550,36.90%,"1,442",601,40.30%,"1,492",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1977,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,748",36.10%,"12,547","5,351",40.70%,"13,151",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1978,200,1,200,1.11,223,2,446,282,36.50%,728,327,42.30%,773,2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1979,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,566",35.40%,"12,366","5,093",39.50%,"12,893",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1980,"3,000",1,"3,000",1.11,"3,343",2,6685,"3,428",29.90%,"10,114","4,787",41.70%,"11,472",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1981,"3,000",1,"3,000",1.11,"3,343",2,6685,"4,102",36.60%,"10,788","4,526",40.40%,"11,211",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1982,"5,000",1,"5,000",1.11,"5,571",2,11142,"8,450",41.40%,"19,592","9,281",45.40%,"20,424",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1983,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1984,"3,500",1,"3,500",1.11,"3,900",2,7800,"3,097",27.90%,"10,897","3,316",29.80%,"11,116",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1985,"5,500",1,"5,500",1.11,"6,128",2,12257,"9,122",41.60%,"21,379","9,646",44.00%,"21,902",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1986,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,485",35.20%,"12,285","4,952",38.80%,"12,751",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1987,"4,000",1,"4,000",1.11,"4,457",2,8914,"2,580",22.10%,"11,494","2,771",23.70%,"11,685",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1988,"3,000",1,"3,000",1.11,"3,343",2,6685,"6,284",46.40%,"12,969","6,862",50.70%,"13,547",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1989,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,738",36.10%,"12,537","5,328",40.60%,"13,128",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1990,"3,500",1,"3,500",1.11,"3,900",2,7800,"4,300",33.50%,"12,099","5,041",39.30%,"12,840",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1991,"4,000",1,"4,000",1.11,"4,457",2,8914,"6,309",40.60%,"15,223","6,612",42.60%,"15,526",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1992,"6,000",1,"6,000",1.11,"6,685",2,13371,"12,227",46.70%,"25,598","12,800",48.90%,"26,171",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1993,"5,000",1,"5,000",1.11,"5,571",2,11142,"11,326",49.50%,"22,469","11,750",51.30%,"22,892",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1994,"4,000",1,"4,000",1.11,"4,457",2,8914,"6,143",40.20%,"15,057","6,380",41.70%,"15,294",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1995,"2,500",1,"2,500",1.11,"2,786",2,5571,"5,541",49.30%,"11,112","5,674",50.50%,"11,245",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1996,"2,300",1,"2,300",1.11,"2,563",2,5125,"7,224",57.20%,"12,349","7,512",59.40%,"12,637",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1997,"1,200",1,"1,200",1.11,"1,337",2,2674,"4,697",59.90%,"7,371","5,160",65.90%,"7,835",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1998,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,1999,"6,853",1,"6,853",1.11,"7,636",2,15271,"3,330",17.30%,"18,601","3,923",20.40%,"19,194",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2000,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2001,"7,953",1,"7,953",1.11,"8,862",2,17723,"7,366",28.80%,"25,089","7,863",30.70%,"25,586",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2002,"3,619",1,"3,619",1.11,"4,032",2,8065,"5,274",38.50%,"13,339","5,641",41.20%,"13,706",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2003,"6,834",1,"6,834",1.11,"7,615",2,15230,"5,214",25.00%,"20,444","5,599",26.90%,"20,830",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2004,"6,189",1,"6,189",1.11,"6,896",2,13793,"4,480",24.10%,"18,273","4,795",25.80%,"18,587",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2005,"3,633",1,"3,633",1.11,"4,048",2,8096,"1,262",12.60%,"9,358","1,937",19.30%,"10,033",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2006,"9,448",1,"9,448",1.11,"10,528",2,21055,"13,384",38.30%,"34,440","13,898",39.80%,"34,954",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2007,"3,329",1,"3,329",1.11,"3,709",2,7417,"2,058",21.00%,"9,476","2,368",24.20%,"9,785",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2008,"6,602",1,"6,602",1.11,"7,357",2,14713,"3,156",17.60%,"17,869","3,257",18.10%,"17,970",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2009,"8,027",1,"8,027",1.11,"8,944",2,17889,"2,223",10.90%,"20,112","2,474",12.10%,"20,362",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2010,"2,086",1,"2,086",1.11,"2,324",2,4649,827,14.90%,"5,476",901,16.20%,"5,550",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2011,"2,876",1,"2,876",1.11,"3,205",2,6409,"1,610",19.70%,"8,019","1,781",21.70%,"8,190",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2012,"4,490",1,"4,490",1.11,"5,003",2,10006,"2,609",20.40%,"12,615","2,796",21.80%,"12,801",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2013,"1,700",1,"1,700",1.11,"1,894",2,3788,529,12.10%,"4,317",581,13.30%,"4,370",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2014,"2,209",1,"2,209",1.11,"2,461",2,4922,"1,036",17.10%,"5,958","1,135",18.70%,"6,057",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2015,"7,527",1,"7,527",1.11,"8,386",2,16773,"1,703",8.90%,"18,476","2,260",11.90%,"19,033",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2016,"6,064",1,"6,064",1.11,"6,757",2,13514,"3,231",17.80%,"16,745","4,626",25.50%,"18,140",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2017,"2,752",1,"2,752",1.11,"3,066",2,6132,183,2.90%,"6,315",255,4.00%,"6,387",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2018,"2,055",1,"2,055",1.11,"2,290",2,4579,368,7.40%,"4,947",388,7.80%,"4,968",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-09,SX,Stephens,2019,"1,226",1,"1,226",1.11,"1,366",2,2732,273,8.80%,"3,005",363,11.70%,"3,095",2,5,4.49,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1954,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1955,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1956,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1957,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1958,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1959,,,,,,,,,,,,,,,,,,,,4
SX_L-21-10,SX,Stephens,1960,750,2.74,"2,052",2.3,"4,725",2,9450,"4,366",28.90%,"13,816","5,680",37.50%,"15,130",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1961,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1962,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1963,200,2.74,547,2.3,"1,260",2,2520,587,17.80%,"3,107",787,23.80%,"3,307",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1964,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"9,753",32.30%,"28,653","11,336",37.50%,"30,236",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1965,750,2.74,"2,052",2.3,"4,725",2,9450,"3,253",23.50%,"12,703","4,417",31.90%,"13,867",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1966,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"14,122",41.70%,"33,022","14,957",44.20%,"33,857",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1967,"2,500",2.74,"6,839",2.3,"15,750",2,31500,"25,245",41.30%,"56,745","29,666",48.50%,"61,166",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1968,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1969,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"9,312",31.90%,"28,212","10,297",35.30%,"29,197",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1970,400,2.74,"1,094",2.3,"2,520",2,5040,"2,659",34.00%,"7,699","2,778",35.50%,"7,818",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1971,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"11,441",37.20%,"30,341","11,844",38.50%,"30,744",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1972,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"11,131",35.60%,"30,031","12,333",39.50%,"31,233",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1973,750,2.74,"2,052",2.3,"4,725",2,9450,"6,960",41.20%,"16,410","7,428",44.00%,"16,878",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1974,750,2.74,"2,052",2.3,"4,725",2,9450,"8,092",44.80%,"17,542","8,611",47.70%,"18,061",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1975,750,2.74,"2,052",2.3,"4,725",2,9450,"3,836",28.50%,"13,286","3,987",29.70%,"13,437",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1976,25,2.74,68,2.3,157,2,315,194,36.90%,509,212,40.30%,527,2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1977,400,2.74,"1,094",2.3,"2,520",2,5040,"3,068",36.10%,"8,108","3,458",40.70%,"8,498",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1978,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1979,"1,500",2.74,"4,103",2.3,"9,450",2,18900,"11,065",35.40%,"29,965","12,342",39.50%,"31,242",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1980,750,2.74,"2,052",2.3,"4,725",2,9450,"4,846",29.90%,"14,296","6,766",41.70%,"16,216",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1981,"2,000",2.74,"5,471",2.3,"12,600",2,25200,"15,464",36.60%,"40,664","17,058",40.40%,"42,258",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1982,"2,000",2.74,"5,471",2.3,"12,600",2,25200,"19,111",41.40%,"44,311","20,991",45.40%,"46,191",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1983,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1984,"2,500",2.74,"6,839",2.3,"15,750",2,31500,"12,509",27.90%,"44,009","13,393",29.80%,"44,893",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1985,"2,200",2.74,"6,018",2.3,"13,860",2,27720,"20,631",41.60%,"48,351","21,815",44.00%,"49,535",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1986,"2,500",2.74,"6,839",2.3,"15,750",2,31500,"18,113",35.20%,"49,613","19,998",38.80%,"51,498",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1987,"5,000",2.74,"13,678",2.3,"31,500",2,63000,"18,236",22.10%,"81,236","19,582",23.70%,"82,582",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1988,"6,000",2.74,"16,413",2.3,"37,800",2,75600,"71,056",46.40%,"146,656","77,597",50.70%,"153,197",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1989,"2,000",2.74,"5,471",2.3,"12,600",2,25200,"15,307",36.10%,"40,507","17,216",40.60%,"42,416",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1990,"2,500",2.74,"6,839",2.3,"15,750",2,31500,"17,365",33.50%,"48,865","20,357",39.30%,"51,857",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1991,"3,500",2.74,"9,574",2.3,"22,050",2,44100,"31,213",40.60%,"75,313","32,711",42.60%,"76,811",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1992,"5,000",2.74,"13,678",2.3,"31,500",2,63000,"57,611",46.70%,"120,611","60,311",48.90%,"123,311",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1993,"4,000",2.74,"10,942",2.3,"25,200",2,50400,"51,232",49.50%,"101,632","53,147",51.30%,"103,547",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1994,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1995,"1,900",2.74,"5,198",2.3,"11,970",2,23940,"23,811",49.30%,"47,751","24,381",50.50%,"48,321",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1996,"1,800",2.74,"4,924",2.3,"11,340",2,22680,"31,964",57.20%,"54,644","33,239",59.40%,"55,919",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1997,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1998,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,1999,"1,000",2.74,"2,736",2.3,"6,300",2,12600,"2,747",17.30%,"15,347","3,237",20.40%,"15,837",2.67,1.83,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2000,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2001,"1,759",1,"1,759",2.3,"4,051",2,8102,"3,367",28.80%,"11,469","3,594",30.70%,"11,696",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2002,600,1,600,2.3,"1,382",2,2764,"1,807",38.50%,"4,571","1,933",41.20%,"4,697",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2003,"1,088",1,"1,088",2.3,"2,506",2,5012,"1,716",25.00%,"6,727","1,842",26.90%,"6,854",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2004,"1,260",1,"1,260",2.3,"2,902",2,5804,"1,885",24.10%,"7,689","2,018",25.80%,"7,822",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2005,592,1,592,2.3,"1,362",2,2725,425,12.60%,"3,150",652,19.30%,"3,377",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2006,"1,067",1,"1,067",2.3,"2,458",2,4917,"3,125",38.30%,"8,042","3,245",39.80%,"8,162",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2007,488,1,488,2.3,"1,124",2,2248,624,21.00%,"2,871",717,24.20%,"2,965",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2008,944,1,944,2.3,"2,173",2,4346,932,17.60%,"5,278",962,18.10%,"5,308",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2009,770,1,770,2.3,"1,773",2,3547,441,10.90%,"3,988",490,12.10%,"4,037",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2010,38,1,38,2.3,88,2,176,31,14.90%,207,34,16.20%,210,2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2011,631,1,631,2.3,"1,454",2,2908,730,19.70%,"3,638",808,21.70%,"3,716",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2012,619,1,619,2.3,"1,426",2,2851,743,20.40%,"3,594",797,21.80%,"3,648",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2013,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2014,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2015,"2,082",1,"2,082",2.3,"4,794",2,9588,973,8.90%,"10,562","1,292",11.90%,"10,881",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2016,298,1.17,349,2.3,804,2,1609,385,17.80%,"1,994",551,25.50%,"2,160",2.67,4.27,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2017,351,1.17,412,2.3,948,2,1896,57,2.90%,"1,953",79,4.00%,"1,975",2.67,4.27,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2018,,,,,,,,,,,,,,,,,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-10,SX,Stephens,2019,"2,129",1,"2,129",2.3,"4,903",2,9806,980,8.80%,"10,785","1,304",11.70%,"11,110",2.67,5,2.17,Swan+,[LOOKUP CU],Sockeye Model,4
SX_L-21-11,SX,Tahlo/Morrison,1954,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1955,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1956,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1957,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1958,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1959,,,,,,,,,,,,,,,,,,,,4
SX_L-21-11,SX,Tahlo/Morrison,1960,"5,000",1,"5,000",1.15,"5,749",2,11497,"10,946",42.50%,"22,443","14,241",55.30%,"25,738",2,5,4.35,Babine-WM,[LOOKUP CU],Sockeye Model,4
SX_L-21-11,SX,Tahlo/Morrison,1961,"7,000",1,"7,000",1.15,"8,048",2,16096,"17,000",50.40%,"33,096","17,635",52.30%,"33,731",2,5,4.35,Babine-WM,[LOOKUP CU],Sockeye Model,4
SX_L-21-11,SX,Tahlo/Morrison,1962,"4,500",1,"4,500",1.15,"5,174",2,10347,"12,058",50.00%,"22,406","13,792",57.10%,"24,139",2,5,4.35,Babine-WM,[LOOKUP CU],Sockeye Model,4
SX_L-21-11,SX,Tahlo/Morrison,1963,"24,600",1,"24,600",1.15,"28,283",2,56566,"22,796",26.20%,"79,362","30,544",35.10%,"87,109",2,5,4.35,Babine-WM,[LOOKUP CU],Sockeye Model,4
SX_L-21-11,SX,Tahlo/Morrison,1964,"10,000",1,"10,000",1.15,"11,497",2,22994,"24,431",47.50%,"47,425","28,395",55.30%,"51,389",2,5,4.35,Babine-WM,[LOOKUP CU],Sockeye Model,4
