,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run,Region
58,557,Lake Sockeye,1950,NA,630,NA,CC
59,558,Lake Sockeye,1950,NA,NA,NA,CC
60,559,Lake Sockeye,1950,NA,NA,NA,CC
61,560,Lake Sockeye,1950,NA,NA,NA,CC
62,561,Lake Sockeye,1950,NA,NA,NA,CC
63,562,Lake Sockeye,1950,NA,NA,NA,CC
64,563,Lake Sockeye,1950,NA,NA,NA,CC
65,564,Lake Sockeye,1950,NA,NA,NA,CC
66,565,Lake Sockeye,1950,NA,188,NA,CC
67,566,Lake Sockeye,1950,NA,NA,NA,CC
68,567,Lake Sockeye,1950,NA,750,NA,CC
69,568,Lake Sockeye,1950,NA,400,NA,CC
70,569,Lake Sockeye,1950,NA,NA,NA,CC
71,570,Lake Sockeye,1950,NA,NA,NA,CC
72,571,Lake Sockeye,1950,NA,3500,NA,CC
73,572,Lake Sockeye,1950,NA,3500,NA,CC
74,573,Lake Sockeye,1950,NA,750,NA,CC
75,574,Lake Sockeye,1950,NA,NA,NA,CC
76,575,Lake Sockeye,1950,NA,15000,NA,CC
77,576,Lake Sockeye,1950,NA,750,NA,CC
78,577,Lake Sockeye,1950,NA,NA,NA,CC
79,578,Lake Sockeye,1950,NA,NA,NA,CC
80,579,Lake Sockeye,1950,NA,1500,NA,CC
81,580,Lake Sockeye,1950,NA,NA,NA,CC
82,581,Lake Sockeye,1950,NA,200,NA,CC
83,582,Lake Sockeye,1950,NA,2250,NA,CC
84,583,Lake Sockeye,1950,NA,NA,NA,CC
85,584,Lake Sockeye,1950,NA,3500,NA,CC
86,585,Lake Sockeye,1950,NA,717,NA,CC
87,586,Lake Sockeye,1950,NA,400,NA,CC
88,587,Lake Sockeye,1950,NA,7500,NA,CC
89,588,Lake Sockeye,1950,NA,1500,NA,CC
90,589,Lake Sockeye,1950,NA,NA,NA,CC
91,590,Lake Sockeye,1950,NA,NA,NA,CC
92,591,Lake Sockeye,1950,NA,NA,NA,CC
93,592,Lake Sockeye,1950,NA,175,NA,CC
94,593,Lake Sockeye,1950,NA,200,NA,CC
95,594,Lake Sockeye,1950,NA,NA,NA,CC
96,595,Lake Sockeye,1950,NA,400,NA,CC
97,596,Lake Sockeye,1950,NA,3500,NA,CC
98,597,Lake Sockeye,1950,NA,5000,NA,CC
99,598,Lake Sockeye,1950,NA,NA,NA,CC
100,599,Lake Sockeye,1950,NA,600,NA,CC
101,600,Lake Sockeye,1950,NA,1500,NA,CC
102,601,Lake Sockeye,1950,NA,200,NA,CC
103,602,Lake Sockeye,1950,NA,NA,NA,CC
104,603,Lake Sockeye,1950,NA,75,NA,CC
105,604,Lake Sockeye,1950,NA,NA,NA,CC
106,605,Lake Sockeye,1950,NA,75,NA,CC
107,606,Lake Sockeye,1950,NA,300,NA,CC
108,607,Lake Sockeye,1950,NA,400,NA,CC
109,608,Pink (Even),1950,NA,436182,NA,CC
110,609,Pink (Even),1950,NA,445875,NA,CC
111,610,Pink (Odd),1950,NA,NA,NA,CC
112,611,Pink (Odd),1950,NA,NA,NA,CC
113,612,Pink (Odd),1950,NA,NA,NA,CC
114,613,River Sockeye,1950,NA,NA,NA,CC
115,614,Lake Sockeye,1950,NA,79331,NA,CC
116,615,River Sockeye,1950,NA,3125,NA,CC
117,500,Chum,1951,NA,7450,NA,CC
118,501,Chum,1951,NA,13000,NA,CC
119,502,Chum,1951,NA,35000,NA,CC
120,503,Chum,1951,NA,202479,NA,CC
121,504,Chum,1951,NA,64950,NA,CC
122,505,Chum,1951,NA,95000,NA,CC
123,506,Chum,1951,NA,144240,NA,CC
124,507,Chum,1951,NA,66850,NA,CC
125,508,Chum,1951,NA,334800,NA,CC
126,509,Chinook,1951,NA,400,NA,CC
127,510,Chinook,1951,NA,75,NA,CC
128,511,Chinook,1951,NA,750,NA,CC
129,512,Chinook,1951,NA,15000,NA,CC
130,513,Chinook,1951,NA,750,NA,CC
131,514,Chinook,1951,NA,3925,NA,CC
132,515,Chinook,1951,NA,12100,NA,CC
133,516,Coho,1951,NA,2900,NA,CC
134,517,Coho,1951,NA,9975,NA,CC
135,518,Coho,1951,NA,45050,NA,CC
136,519,Coho,1951,NA,5275,NA,CC
137,520,Coho,1951,NA,122205,NA,CC
138,521,Coho,1951,NA,NA,NA,CC
139,522,Coho,1951,NA,23900,NA,CC
140,523,Coho,1951,NA,72925,NA,CC
141,524,Lake Sockeye,1951,NA,82500,NA,CC
142,525,Lake Sockeye,1951,NA,227500,NA,CC
143,526,Lake Sockeye,1951,NA,42000,NA,CC
144,527,Lake Sockeye,1951,NA,35000,NA,CC
145,528,Lake Sockeye,1951,NA,NA,NA,CC
146,529,Lake Sockeye,1951,NA,NA,NA,CC
147,530,Lake Sockeye,1951,NA,NA,NA,CC
148,531,Lake Sockeye,1951,NA,NA,NA,CC
149,532,Lake Sockeye,1951,NA,100,NA,CC
150,533,Lake Sockeye,1951,NA,NA,NA,CC
151,534,Lake Sockeye,1951,NA,700,NA,CC
152,535,Lake Sockeye,1951,NA,750,NA,CC
153,536,Lake Sockeye,1951,NA,7000,NA,CC
154,537,Lake Sockeye,1951,NA,5800,NA,CC
155,538,Lake Sockeye,1951,NA,60000,NA,CC
156,539,Lake Sockeye,1951,NA,NA,NA,CC
157,540,Lake Sockeye,1951,NA,1500,NA,CC
158,541,Lake Sockeye,1951,NA,800,NA,CC
159,542,Lake Sockeye,1951,NA,NA,NA,CC
160,543,Lake Sockeye,1951,NA,2400,NA,CC
161,544,Lake Sockeye,1951,NA,400,NA,CC
162,545,Lake Sockeye,1951,NA,500,NA,CC
163,546,Lake Sockeye,1951,NA,NA,NA,CC
164,547,Lake Sockeye,1951,NA,NA,NA,CC
165,548,Lake Sockeye,1951,NA,810,NA,CC
166,549,Lake Sockeye,1951,NA,NA,NA,CC
167,550,Lake Sockeye,1951,NA,2500,NA,CC
168,551,Lake Sockeye,1951,NA,100,NA,CC
169,552,Lake Sockeye,1951,NA,350,NA,CC
170,553,Lake Sockeye,1951,NA,5200,NA,CC
171,554,Lake Sockeye,1951,NA,NA,NA,CC
172,555,Lake Sockeye,1951,NA,200,NA,CC
173,556,Lake Sockeye,1951,NA,NA,NA,CC
174,557,Lake Sockeye,1951,NA,350,NA,CC
175,558,Lake Sockeye,1951,NA,NA,NA,CC
176,559,Lake Sockeye,1951,NA,NA,NA,CC
177,560,Lake Sockeye,1951,NA,NA,NA,CC
178,561,Lake Sockeye,1951,NA,NA,NA,CC
179,562,Lake Sockeye,1951,NA,NA,NA,CC
180,563,Lake Sockeye,1951,NA,NA,NA,CC
181,564,Lake Sockeye,1951,NA,NA,NA,CC
182,565,Lake Sockeye,1951,NA,350,NA,CC
183,566,Lake Sockeye,1951,NA,NA,NA,CC
184,567,Lake Sockeye,1951,NA,NA,NA,CC
185,568,Lake Sockeye,1951,NA,NA,NA,CC
186,569,Lake Sockeye,1951,NA,NA,NA,CC
187,570,Lake Sockeye,1951,NA,NA,NA,CC
188,571,Lake Sockeye,1951,NA,1500,NA,CC
189,572,Lake Sockeye,1951,NA,1200,NA,CC
190,573,Lake Sockeye,1951,NA,1130,NA,CC
191,574,Lake Sockeye,1951,NA,NA,NA,CC
192,575,Lake Sockeye,1951,NA,6000,NA,CC
193,576,Lake Sockeye,1951,NA,750,NA,CC
194,577,Lake Sockeye,1951,NA,NA,NA,CC
195,578,Lake Sockeye,1951,NA,750,NA,CC
196,579,Lake Sockeye,1951,NA,600,NA,CC
197,580,Lake Sockeye,1951,NA,NA,NA,CC
198,581,Lake Sockeye,1951,NA,75,NA,CC
199,582,Lake Sockeye,1951,NA,2500,NA,CC
200,583,Lake Sockeye,1951,NA,NA,NA,CC
201,584,Lake Sockeye,1951,NA,2500,NA,CC
202,585,Lake Sockeye,1951,NA,1300,NA,CC
203,586,Lake Sockeye,1951,NA,50,NA,CC
204,587,Lake Sockeye,1951,NA,4000,NA,CC
205,588,Lake Sockeye,1951,NA,150,NA,CC
206,589,Lake Sockeye,1951,NA,NA,NA,CC
207,590,Lake Sockeye,1951,NA,400,NA,CC
208,591,Lake Sockeye,1951,NA,NA,NA,CC
209,592,Lake Sockeye,1951,NA,300,NA,CC
210,593,Lake Sockeye,1951,NA,400,NA,CC
211,594,Lake Sockeye,1951,NA,NA,NA,CC
212,595,Lake Sockeye,1951,NA,300,NA,CC
213,596,Lake Sockeye,1951,NA,2500,NA,CC
214,597,Lake Sockeye,1951,NA,1500,NA,CC
215,598,Lake Sockeye,1951,NA,NA,NA,CC
216,599,Lake Sockeye,1951,NA,750,NA,CC
217,600,Lake Sockeye,1951,NA,400,NA,CC
218,601,Lake Sockeye,1951,NA,200,NA,CC
219,602,Lake Sockeye,1951,NA,NA,NA,CC
220,603,Lake Sockeye,1951,NA,NA,NA,CC
221,604,Lake Sockeye,1951,NA,NA,NA,CC
222,605,Lake Sockeye,1951,NA,50,NA,CC
223,606,Lake Sockeye,1951,NA,NA,NA,CC
224,607,Lake Sockeye,1951,NA,200,NA,CC
225,608,Pink (Even),1951,NA,NA,NA,CC
226,609,Pink (Even),1951,NA,NA,NA,CC
227,610,Pink (Odd),1951,NA,719875,NA,CC
228,611,Pink (Odd),1951,NA,550345,NA,CC
229,612,Pink (Odd),1951,NA,896025,NA,CC
230,613,River Sockeye,1951,NA,NA,NA,CC
231,614,Lake Sockeye,1951,NA,78950,NA,CC
232,615,River Sockeye,1951,NA,1825,NA,CC
233,500,Chum,1952,NA,19500,NA,CC
234,501,Chum,1952,NA,15000,NA,CC
235,502,Chum,1952,NA,7500,NA,CC
236,503,Chum,1952,NA,244296,NA,CC
237,504,Chum,1952,NA,106650,NA,CC
238,505,Chum,1952,NA,60000,NA,CC
239,506,Chum,1952,NA,84000,NA,CC
240,507,Chum,1952,NA,124425,NA,CC
241,508,Chum,1952,NA,1525,NA,CC
242,509,Chinook,1952,NA,750,NA,CC
243,510,Chinook,1952,NA,75,NA,CC
244,511,Chinook,1952,NA,1500,NA,CC
245,512,Chinook,1952,NA,35000,NA,CC
246,513,Chinook,1952,NA,750,NA,CC
247,514,Chinook,1952,NA,50,NA,CC
248,515,Chinook,1952,NA,1575,NA,CC
249,516,Coho,1952,NA,6550,NA,CC
250,517,Coho,1952,NA,16950,NA,CC
251,518,Coho,1952,NA,20450,NA,CC
252,519,Coho,1952,NA,1275,NA,CC
253,520,Coho,1952,NA,66880,NA,CC
254,521,Coho,1952,NA,NA,NA,CC
255,522,Coho,1952,NA,NA,NA,CC
256,523,Coho,1952,NA,18550,NA,CC
257,524,Lake Sockeye,1952,NA,67500,NA,CC
258,525,Lake Sockeye,1952,NA,417500,NA,CC
259,526,Lake Sockeye,1952,NA,90000,NA,CC
260,527,Lake Sockeye,1952,NA,75000,NA,CC
261,528,Lake Sockeye,1952,NA,NA,NA,CC
262,529,Lake Sockeye,1952,NA,NA,NA,CC
263,530,Lake Sockeye,1952,NA,NA,NA,CC
264,531,Lake Sockeye,1952,NA,NA,NA,CC
265,532,Lake Sockeye,1952,NA,NA,NA,CC
266,533,Lake Sockeye,1952,NA,NA,NA,CC
267,534,Lake Sockeye,1952,NA,NA,NA,CC
268,535,Lake Sockeye,1952,NA,300,NA,CC
269,536,Lake Sockeye,1952,NA,10300,NA,CC
270,537,Lake Sockeye,1952,NA,NA,NA,CC
271,538,Lake Sockeye,1952,NA,NA,NA,CC
272,539,Lake Sockeye,1952,NA,65,NA,CC
273,540,Lake Sockeye,1952,NA,1500,NA,CC
274,541,Lake Sockeye,1952,NA,NA,NA,CC
275,542,Lake Sockeye,1952,NA,NA,NA,CC
276,543,Lake Sockeye,1952,NA,3250,NA,CC
277,544,Lake Sockeye,1952,NA,NA,NA,CC
278,545,Lake Sockeye,1952,NA,NA,NA,CC
279,546,Lake Sockeye,1952,NA,400,NA,CC
280,547,Lake Sockeye,1952,NA,NA,NA,CC
281,548,Lake Sockeye,1952,NA,1124,NA,CC
282,549,Lake Sockeye,1952,NA,350,NA,CC
283,550,Lake Sockeye,1952,NA,6340,NA,CC
284,551,Lake Sockeye,1952,NA,NA,NA,CC
285,552,Lake Sockeye,1952,NA,488,NA,CC
286,553,Lake Sockeye,1952,NA,2500,NA,CC
287,554,Lake Sockeye,1952,NA,NA,NA,CC
288,555,Lake Sockeye,1952,NA,200,NA,CC
289,556,Lake Sockeye,1952,NA,NA,NA,CC
290,557,Lake Sockeye,1952,NA,1500,NA,CC
291,558,Lake Sockeye,1952,NA,NA,NA,CC
292,559,Lake Sockeye,1952,NA,NA,NA,CC
293,560,Lake Sockeye,1952,NA,NA,NA,CC
294,561,Lake Sockeye,1952,NA,NA,NA,CC
295,562,Lake Sockeye,1952,NA,NA,NA,CC
296,563,Lake Sockeye,1952,NA,300,NA,CC
297,564,Lake Sockeye,1952,NA,NA,NA,CC
298,565,Lake Sockeye,1952,NA,547,NA,CC
299,566,Lake Sockeye,1952,NA,NA,NA,CC
300,567,Lake Sockeye,1952,NA,NA,NA,CC
301,568,Lake Sockeye,1952,NA,200,NA,CC
302,569,Lake Sockeye,1952,NA,300,NA,CC
303,570,Lake Sockeye,1952,NA,NA,NA,CC
304,571,Lake Sockeye,1952,NA,1500,NA,CC
305,572,Lake Sockeye,1952,NA,1500,NA,CC
306,573,Lake Sockeye,1952,NA,1478,NA,CC
307,574,Lake Sockeye,1952,NA,NA,NA,CC
308,575,Lake Sockeye,1952,NA,NA,NA,CC
309,576,Lake Sockeye,1952,NA,1500,NA,CC
310,577,Lake Sockeye,1952,NA,NA,NA,CC
311,578,Lake Sockeye,1952,NA,500,NA,CC
312,579,Lake Sockeye,1952,NA,750,NA,CC
313,580,Lake Sockeye,1952,NA,NA,NA,CC
314,581,Lake Sockeye,1952,NA,500,NA,CC
315,582,Lake Sockeye,1952,NA,2250,NA,CC
316,583,Lake Sockeye,1952,NA,NA,NA,CC
317,584,Lake Sockeye,1952,NA,2000,NA,CC
318,585,Lake Sockeye,1952,NA,1087,NA,CC
319,586,Lake Sockeye,1952,NA,NA,NA,CC
320,587,Lake Sockeye,1952,NA,NA,NA,CC
321,588,Lake Sockeye,1952,NA,200,NA,CC
322,589,Lake Sockeye,1952,NA,NA,NA,CC
323,590,Lake Sockeye,1952,NA,NA,NA,CC
324,591,Lake Sockeye,1952,NA,NA,NA,CC
325,592,Lake Sockeye,1952,NA,320,NA,CC
326,593,Lake Sockeye,1952,NA,125,NA,CC
327,594,Lake Sockeye,1952,NA,NA,NA,CC
328,595,Lake Sockeye,1952,NA,3500,NA,CC
329,596,Lake Sockeye,1952,NA,NA,NA,CC
330,597,Lake Sockeye,1952,NA,3500,NA,CC
331,598,Lake Sockeye,1952,NA,NA,NA,CC
332,599,Lake Sockeye,1952,NA,750,NA,CC
333,600,Lake Sockeye,1952,NA,600,NA,CC
334,601,Lake Sockeye,1952,NA,400,NA,CC
335,602,Lake Sockeye,1952,NA,NA,NA,CC
336,603,Lake Sockeye,1952,NA,NA,NA,CC
337,604,Lake Sockeye,1952,NA,NA,NA,CC
338,605,Lake Sockeye,1952,NA,NA,NA,CC
339,606,Lake Sockeye,1952,NA,350,NA,CC
340,607,Lake Sockeye,1952,NA,500,NA,CC
341,608,Pink (Even),1952,NA,648585,NA,CC
342,609,Pink (Even),1952,NA,994875,NA,CC
343,610,Pink (Odd),1952,NA,NA,NA,CC
344,611,Pink (Odd),1952,NA,NA,NA,CC
345,612,Pink (Odd),1952,NA,NA,NA,CC
346,613,River Sockeye,1952,NA,NA,NA,CC
347,614,Lake Sockeye,1952,NA,90300,NA,CC
348,615,River Sockeye,1952,NA,3350,NA,CC
349,500,Chum,1953,NA,19450,NA,CC
350,501,Chum,1953,NA,33050,NA,CC
351,502,Chum,1953,NA,35000,NA,CC
352,503,Chum,1953,NA,224255,NA,CC
353,504,Chum,1953,NA,128250,NA,CC
354,505,Chum,1953,NA,90000,NA,CC
355,506,Chum,1953,NA,155225,NA,CC
356,507,Chum,1953,NA,151650,NA,CC
357,508,Chum,1953,NA,115250,NA,CC
358,509,Chinook,1953,NA,3500,NA,CC
359,510,Chinook,1953,NA,75,NA,CC
360,511,Chinook,1953,NA,1500,NA,CC
361,512,Chinook,1953,NA,7500,NA,CC
362,513,Chinook,1953,NA,750,NA,CC
363,514,Chinook,1953,NA,4125,NA,CC
364,515,Chinook,1953,NA,11350,NA,CC
365,516,Coho,1953,NA,775,NA,CC
366,517,Coho,1953,NA,8575,NA,CC
367,518,Coho,1953,NA,20400,NA,CC
368,519,Coho,1953,NA,6275,NA,CC
369,520,Coho,1953,NA,110575,NA,CC
370,521,Coho,1953,NA,NA,NA,CC
371,522,Coho,1953,NA,8975,NA,CC
372,523,Coho,1953,NA,38925,NA,CC
373,524,Lake Sockeye,1953,NA,70000,NA,CC
374,525,Lake Sockeye,1953,NA,307500,NA,CC
375,526,Lake Sockeye,1953,NA,50000,NA,CC
376,527,Lake Sockeye,1953,NA,75000,NA,CC
377,528,Lake Sockeye,1953,NA,NA,NA,CC
378,529,Lake Sockeye,1953,NA,NA,NA,CC
379,530,Lake Sockeye,1953,NA,NA,NA,CC
380,531,Lake Sockeye,1953,NA,NA,NA,CC
381,532,Lake Sockeye,1953,NA,200,NA,CC
382,533,Lake Sockeye,1953,NA,NA,NA,CC
383,534,Lake Sockeye,1953,NA,1500,NA,CC
384,535,Lake Sockeye,1953,NA,600,NA,CC
385,536,Lake Sockeye,1953,NA,7500,NA,CC
386,537,Lake Sockeye,1953,NA,3500,NA,CC
387,538,Lake Sockeye,1953,NA,15000,NA,CC
388,539,Lake Sockeye,1953,NA,200,NA,CC
389,540,Lake Sockeye,1953,NA,7500,NA,CC
390,541,Lake Sockeye,1953,NA,200,NA,CC
391,542,Lake Sockeye,1953,NA,NA,NA,CC
392,543,Lake Sockeye,1953,NA,3500,NA,CC
393,544,Lake Sockeye,1953,NA,750,NA,CC
394,545,Lake Sockeye,1953,NA,200,NA,CC
395,546,Lake Sockeye,1953,NA,NA,NA,CC
396,547,Lake Sockeye,1953,NA,NA,NA,CC
397,548,Lake Sockeye,1953,NA,1750,NA,CC
398,549,Lake Sockeye,1953,NA,550,NA,CC
399,550,Lake Sockeye,1953,NA,7500,NA,CC
400,551,Lake Sockeye,1953,NA,400,NA,CC
401,552,Lake Sockeye,1953,NA,750,NA,CC
402,553,Lake Sockeye,1953,NA,2500,NA,CC
403,554,Lake Sockeye,1953,NA,NA,NA,CC
404,555,Lake Sockeye,1953,NA,200,NA,CC
405,556,Lake Sockeye,1953,NA,NA,NA,CC
406,557,Lake Sockeye,1953,NA,NA,NA,CC
407,558,Lake Sockeye,1953,NA,NA,NA,CC
408,559,Lake Sockeye,1953,NA,200,NA,CC
409,560,Lake Sockeye,1953,NA,NA,NA,CC
410,561,Lake Sockeye,1953,NA,NA,NA,CC
411,562,Lake Sockeye,1953,NA,NA,NA,CC
412,563,Lake Sockeye,1953,NA,900,NA,CC
413,564,Lake Sockeye,1953,NA,NA,NA,CC
414,565,Lake Sockeye,1953,NA,750,NA,CC
415,566,Lake Sockeye,1953,NA,NA,NA,CC
416,567,Lake Sockeye,1953,NA,NA,NA,CC
417,568,Lake Sockeye,1953,NA,NA,NA,CC
418,569,Lake Sockeye,1953,NA,550,NA,CC
419,570,Lake Sockeye,1953,NA,NA,NA,CC
420,571,Lake Sockeye,1953,NA,3500,NA,CC
421,572,Lake Sockeye,1953,NA,2000,NA,CC
422,573,Lake Sockeye,1953,NA,1500,NA,CC
423,574,Lake Sockeye,1953,NA,NA,NA,CC
424,575,Lake Sockeye,1953,NA,3500,NA,CC
425,576,Lake Sockeye,1953,NA,1500,NA,CC
426,577,Lake Sockeye,1953,NA,NA,NA,CC
427,578,Lake Sockeye,1953,NA,750,NA,CC
428,579,Lake Sockeye,1953,NA,750,NA,CC
429,580,Lake Sockeye,1953,NA,NA,NA,CC
430,581,Lake Sockeye,1953,NA,550,NA,CC
431,582,Lake Sockeye,1953,NA,2750,NA,CC
432,583,Lake Sockeye,1953,NA,400,NA,CC
433,584,Lake Sockeye,1953,NA,1500,NA,CC
434,585,Lake Sockeye,1953,NA,1500,NA,CC
435,586,Lake Sockeye,1953,NA,75,NA,CC
436,587,Lake Sockeye,1953,NA,3500,NA,CC
437,588,Lake Sockeye,1953,NA,1500,NA,CC
438,589,Lake Sockeye,1953,NA,NA,NA,CC
439,590,Lake Sockeye,1953,NA,NA,NA,CC
440,591,Lake Sockeye,1953,NA,400,NA,CC
441,592,Lake Sockeye,1953,NA,200,NA,CC
442,593,Lake Sockeye,1953,NA,350,NA,CC
443,594,Lake Sockeye,1953,NA,200,NA,CC
444,595,Lake Sockeye,1953,NA,3500,NA,CC
445,596,Lake Sockeye,1953,NA,3500,NA,CC
446,597,Lake Sockeye,1953,NA,6500,NA,CC
447,598,Lake Sockeye,1953,NA,NA,NA,CC
448,599,Lake Sockeye,1953,NA,750,NA,CC
449,600,Lake Sockeye,1953,NA,850,NA,CC
450,601,Lake Sockeye,1953,NA,750,NA,CC
451,602,Lake Sockeye,1953,NA,NA,NA,CC
452,603,Lake Sockeye,1953,NA,400,NA,CC
453,604,Lake Sockeye,1953,NA,350,NA,CC
454,605,Lake Sockeye,1953,NA,1500,NA,CC
455,606,Lake Sockeye,1953,NA,750,NA,CC
456,607,Lake Sockeye,1953,NA,1800,NA,CC
457,608,Pink (Even),1953,NA,NA,NA,CC
458,609,Pink (Even),1953,NA,NA,NA,CC
459,610,Pink (Odd),1953,NA,293125,NA,CC
460,611,Pink (Odd),1953,NA,268559,NA,CC
461,612,Pink (Odd),1953,NA,319700,NA,CC
462,613,River Sockeye,1953,NA,NA,NA,CC
463,614,Lake Sockeye,1953,NA,66500,NA,CC
464,615,River Sockeye,1953,NA,11212,NA,CC
465,500,Chum,1954,48216,25300,77405,CC
466,501,Chum,1954,37340,16602,54610,CC
467,502,Chum,1954,NA,NA,NA,CC
468,503,Chum,1954,424881,278713,678342,CC
469,504,Chum,1954,169235,71300,266687,CC
470,505,Chum,1954,NA,25000,NA,CC
471,506,Chum,1954,317836,221325,597749,CC
472,507,Chum,1954,164097,108025,318768,CC
473,508,Chum,1954,123741,56775,263923,CC
474,509,Chinook,1954,NA,5000,NA,CC
475,510,Chinook,1954,NA,NA,NA,CC
476,511,Chinook,1954,NA,NA,NA,CC
477,512,Chinook,1954,NA,15750,NA,CC
478,513,Chinook,1954,NA,1500,NA,CC
479,514,Chinook,1954,NA,4100,NA,CC
480,515,Chinook,1954,NA,13700,NA,CC
481,516,Coho,1954,1110,700,1499,CC
482,517,Coho,1954,16538,2200,22338,CC
483,518,Coho,1954,103115,87950,156335,CC
484,519,Coho,1954,6790,3950,10185,CC
485,520,Coho,1954,230430,126025,330251,CC
486,521,Coho,1954,2807,NA,4825,CC
487,522,Coho,1954,168666,14400,289892,CC
488,523,Coho,1954,147888,53550,221845,CC
489,524,Lake Sockeye,1954,85084,85000,275950,CC
490,525,Lake Sockeye,1954,349906,95300,698746,CC
491,526,Lake Sockeye,1954,NA,8500,NA,CC
492,527,Lake Sockeye,1954,NA,NA,NA,CC
493,528,Lake Sockeye,1954,NA,NA,NA,CC
494,529,Lake Sockeye,1954,NA,NA,NA,CC
495,530,Lake Sockeye,1954,NA,NA,NA,CC
496,531,Lake Sockeye,1954,NA,NA,NA,CC
497,532,Lake Sockeye,1954,NA,NA,NA,CC
498,533,Lake Sockeye,1954,NA,NA,NA,CC
499,534,Lake Sockeye,1954,1500,750,2501,CC
500,535,Lake Sockeye,1954,900,450,1366,CC
501,536,Lake Sockeye,1954,NA,12000,NA,CC
502,537,Lake Sockeye,1954,NA,3500,NA,CC
503,538,Lake Sockeye,1954,70000,35000,116708,CC
504,539,Lake Sockeye,1954,NA,150,NA,CC
505,540,Lake Sockeye,1954,NA,3500,NA,CC
506,541,Lake Sockeye,1954,1500,750,2501,CC
507,542,Lake Sockeye,1954,NA,NA,NA,CC
508,543,Lake Sockeye,1954,NA,3500,NA,CC
509,544,Lake Sockeye,1954,NA,750,NA,CC
510,545,Lake Sockeye,1954,NA,NA,NA,CC
511,546,Lake Sockeye,1954,NA,NA,NA,CC
512,547,Lake Sockeye,1954,NA,NA,NA,CC
513,548,Lake Sockeye,1954,NA,1500,NA,CC
514,549,Lake Sockeye,1954,NA,1100,NA,CC
515,550,Lake Sockeye,1954,NA,7500,NA,CC
516,551,Lake Sockeye,1954,NA,400,NA,CC
517,552,Lake Sockeye,1954,NA,NA,NA,CC
518,553,Lake Sockeye,1954,NA,3500,NA,CC
519,554,Lake Sockeye,1954,NA,NA,NA,CC
520,555,Lake Sockeye,1954,NA,200,NA,CC
521,556,Lake Sockeye,1954,NA,NA,NA,CC
522,557,Lake Sockeye,1954,NA,3500,NA,CC
523,558,Lake Sockeye,1954,NA,NA,NA,CC
