,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run,Region
110,177,Lake Sockeye,1951,NA,5700,NA,Skeena
111,178,Lake Sockeye,1951,NA,4000,NA,Skeena
112,180,Lake Sockeye,1951,NA,NA,NA,Skeena
113,203,Lake Sockeye,1951,NA,NA,NA,Skeena
114,186,Lake Sockeye,1951,NA,NA,NA,Skeena
115,189,Lake Sockeye,1951,NA,NA,NA,Skeena
116,183,Lake Sockeye,1951,NA,NA,NA,Skeena
117,185,Lake Sockeye,1951,NA,55400,NA,Skeena
118,187,Lake Sockeye,1951,NA,3700,NA,Skeena
119,188,Lake Sockeye,1951,NA,NA,NA,Skeena
120,190,Lake Sockeye,1951,NA,NA,NA,Skeena
121,191,Lake Sockeye,1951,NA,700,NA,Skeena
122,192,Lake Sockeye,1951,NA,1000,NA,Skeena
123,193,Lake Sockeye,1951,NA,NA,NA,Skeena
124,197,Lake Sockeye,1951,NA,NA,NA,Skeena
125,226,River Sockeye,1951,NA,1500,NA,Skeena
126,216,River Sockeye,1951,NA,NA,NA,Skeena
127,205,Chinook,1952,NA,3000,NA,Skeena
128,210,Chinook,1952,NA,NA,NA,Skeena
129,206,Chinook,1952,NA,NA,NA,Skeena
130,207,Chinook,1952,NA,NA,NA,Skeena
131,222,Chinook,1952,NA,22400,NA,Skeena
132,217,Chinook,1952,NA,700,NA,Skeena
133,221,Chinook,1952,NA,1000,NA,Skeena
134,224,Chinook,1952,NA,NA,NA,Skeena
135,212,Chinook,1952,NA,NA,NA,Skeena
136,227,Chinook,1952,NA,NA,NA,Skeena
137,229,Chinook,1952,NA,NA,NA,Skeena
138,241,Chinook,1952,NA,NA,NA,Skeena
139,211,Chum,1952,NA,28275,NA,Skeena
140,214,Chum,1952,NA,801,NA,Skeena
141,220,Chum,1952,NA,2525,NA,Skeena
142,242,Chum,1952,NA,NA,NA,Skeena
143,202,Coho,1952,NA,32699,NA,Skeena
144,215,Coho,1952,NA,23979,NA,Skeena
145,231,Coho,1952,NA,200,NA,Skeena
146,225,Coho,1952,NA,NA,NA,Skeena
147,240,Pink (Even),1952,NA,NA,NA,Skeena
148,213,Pink (Odd),1952,NA,NA,NA,Skeena
149,219,Pink (Even),1952,NA,1509400,NA,Skeena
150,218,Pink (Even),1952,NA,167231,NA,Skeena
151,223,Pink (Odd),1952,NA,NA,NA,Skeena
152,209,Pink (Odd),1952,NA,NA,NA,Skeena
153,172,Lake Sockeye,1952,NA,NA,NA,Skeena
154,173,Lake Sockeye,1952,NA,NA,NA,Skeena
155,179,Lake Sockeye,1952,NA,NA,NA,Skeena
156,182,Lake Sockeye,1952,NA,NA,NA,Skeena
157,184,Lake Sockeye,1952,NA,NA,NA,Skeena
158,204,Lake Sockeye,1952,NA,NA,NA,Skeena
159,243,Lake Sockeye,1952,NA,NA,NA,Skeena
160,174,Lake Sockeye,1952,NA,NA,NA,Skeena
161,181,Lake Sockeye,1952,NA,NA,NA,Skeena
162,194,Lake Sockeye,1952,NA,NA,NA,Skeena
163,195,Lake Sockeye,1952,NA,NA,NA,Skeena
164,196,Lake Sockeye,1952,NA,NA,NA,Skeena
165,198,Lake Sockeye,1952,NA,NA,NA,Skeena
166,199,Lake Sockeye,1952,NA,NA,NA,Skeena
167,200,Lake Sockeye,1952,NA,NA,NA,Skeena
168,201,Lake Sockeye,1952,NA,NA,NA,Skeena
169,230,Lake Sockeye,1952,NA,NA,NA,Skeena
170,171,Lake Sockeye,1952,NA,18000,NA,Skeena
171,175,Lake Sockeye,1952,NA,5000,NA,Skeena
172,176,Lake Sockeye,1952,NA,4900,NA,Skeena
173,177,Lake Sockeye,1952,NA,13140,NA,Skeena
174,178,Lake Sockeye,1952,NA,3500,NA,Skeena
175,180,Lake Sockeye,1952,NA,NA,NA,Skeena
176,203,Lake Sockeye,1952,NA,NA,NA,Skeena
177,186,Lake Sockeye,1952,NA,NA,NA,Skeena
178,189,Lake Sockeye,1952,NA,NA,NA,Skeena
179,183,Lake Sockeye,1952,NA,NA,NA,Skeena
180,185,Lake Sockeye,1952,NA,NA,NA,Skeena
181,187,Lake Sockeye,1952,NA,8250,NA,Skeena
182,188,Lake Sockeye,1952,NA,NA,NA,Skeena
183,190,Lake Sockeye,1952,NA,NA,NA,Skeena
184,191,Lake Sockeye,1952,NA,NA,NA,Skeena
185,192,Lake Sockeye,1952,NA,15000,NA,Skeena
186,193,Lake Sockeye,1952,NA,NA,NA,Skeena
187,197,Lake Sockeye,1952,NA,NA,NA,Skeena
188,226,River Sockeye,1952,NA,400,NA,Skeena
189,216,River Sockeye,1952,NA,NA,NA,Skeena
190,205,Chinook,1953,NA,1500,NA,Skeena
191,210,Chinook,1953,NA,NA,NA,Skeena
192,206,Chinook,1953,NA,NA,NA,Skeena
193,207,Chinook,1953,NA,NA,NA,Skeena
194,222,Chinook,1953,NA,30553,NA,Skeena
195,217,Chinook,1953,NA,1200,NA,Skeena
196,221,Chinook,1953,NA,800,NA,Skeena
197,224,Chinook,1953,NA,NA,NA,Skeena
198,212,Chinook,1953,NA,NA,NA,Skeena
199,227,Chinook,1953,NA,25,NA,Skeena
200,229,Chinook,1953,NA,NA,NA,Skeena
201,241,Chinook,1953,NA,NA,NA,Skeena
202,211,Chum,1953,NA,1750,NA,Skeena
203,214,Chum,1953,NA,3017,NA,Skeena
204,220,Chum,1953,NA,3125,NA,Skeena
205,242,Chum,1953,NA,NA,NA,Skeena
206,202,Coho,1953,NA,22365,NA,Skeena
207,215,Coho,1953,NA,22903,NA,Skeena
208,231,Coho,1953,NA,1025,NA,Skeena
209,225,Coho,1953,NA,7585,NA,Skeena
210,240,Pink (Even),1953,NA,NA,NA,Skeena
211,213,Pink (Odd),1953,NA,83293,NA,Skeena
212,219,Pink (Even),1953,NA,NA,NA,Skeena
213,218,Pink (Even),1953,NA,NA,NA,Skeena
214,223,Pink (Odd),1953,NA,48800,NA,Skeena
215,209,Pink (Odd),1953,NA,165200,NA,Skeena
216,172,Lake Sockeye,1953,NA,NA,NA,Skeena
217,173,Lake Sockeye,1953,NA,NA,NA,Skeena
218,179,Lake Sockeye,1953,NA,NA,NA,Skeena
219,182,Lake Sockeye,1953,NA,NA,NA,Skeena
220,184,Lake Sockeye,1953,NA,NA,NA,Skeena
221,204,Lake Sockeye,1953,NA,NA,NA,Skeena
222,243,Lake Sockeye,1953,NA,NA,NA,Skeena
223,174,Lake Sockeye,1953,NA,NA,NA,Skeena
224,181,Lake Sockeye,1953,NA,NA,NA,Skeena
225,194,Lake Sockeye,1953,NA,NA,NA,Skeena
226,195,Lake Sockeye,1953,NA,NA,NA,Skeena
227,196,Lake Sockeye,1953,NA,NA,NA,Skeena
228,198,Lake Sockeye,1953,NA,NA,NA,Skeena
229,199,Lake Sockeye,1953,NA,NA,NA,Skeena
230,200,Lake Sockeye,1953,NA,NA,NA,Skeena
231,201,Lake Sockeye,1953,NA,NA,NA,Skeena
232,230,Lake Sockeye,1953,NA,NA,NA,Skeena
233,171,Lake Sockeye,1953,NA,16000,NA,Skeena
234,175,Lake Sockeye,1953,NA,500,NA,Skeena
235,176,Lake Sockeye,1953,NA,3200,NA,Skeena
236,177,Lake Sockeye,1953,NA,9250,NA,Skeena
237,178,Lake Sockeye,1953,NA,5000,NA,Skeena
238,180,Lake Sockeye,1953,NA,NA,NA,Skeena
239,203,Lake Sockeye,1953,NA,NA,NA,Skeena
240,186,Lake Sockeye,1953,NA,NA,NA,Skeena
241,189,Lake Sockeye,1953,NA,NA,NA,Skeena
242,183,Lake Sockeye,1953,NA,NA,NA,Skeena
243,185,Lake Sockeye,1953,NA,35700,NA,Skeena
244,187,Lake Sockeye,1953,NA,600,NA,Skeena
245,188,Lake Sockeye,1953,NA,NA,NA,Skeena
246,190,Lake Sockeye,1953,NA,NA,NA,Skeena
247,191,Lake Sockeye,1953,NA,75,NA,Skeena
248,192,Lake Sockeye,1953,NA,9300,NA,Skeena
249,193,Lake Sockeye,1953,NA,NA,NA,Skeena
250,197,Lake Sockeye,1953,NA,NA,NA,Skeena
251,226,River Sockeye,1953,NA,750,NA,Skeena
252,216,River Sockeye,1953,NA,NA,NA,Skeena
253,205,Chinook,1954,NA,3525,NA,Skeena
254,210,Chinook,1954,NA,NA,NA,Skeena
255,206,Chinook,1954,NA,NA,NA,Skeena
256,207,Chinook,1954,NA,NA,NA,Skeena
257,222,Chinook,1954,NA,30225,NA,Skeena
258,217,Chinook,1954,NA,4225,NA,Skeena
259,221,Chinook,1954,NA,1500,NA,Skeena
260,224,Chinook,1954,NA,NA,NA,Skeena
261,212,Chinook,1954,NA,NA,NA,Skeena
262,227,Chinook,1954,NA,25,NA,Skeena
263,229,Chinook,1954,NA,NA,NA,Skeena
264,241,Chinook,1954,NA,NA,NA,Skeena
265,211,Chum,1954,34152,17472,76771,Skeena
266,214,Chum,1954,51186,18550,115060,Skeena
267,220,Chum,1954,15112,2700,33969,Skeena
268,242,Chum,1954,NA,NA,NA,Skeena
269,202,Coho,1954,231607,40400,514682,Skeena
270,215,Coho,1954,179410,32889,398689,Skeena
271,231,Coho,1954,5848,700,12995,Skeena
272,225,Coho,1954,28551,1500,58420,Skeena
273,240,Pink (Even),1954,NA,NA,NA,Skeena
274,213,Pink (Odd),1954,NA,NA,NA,Skeena
275,219,Pink (Even),1954,843146,499170,1522547,Skeena
276,218,Pink (Even),1954,171035,165604,384467,Skeena
277,223,Pink (Odd),1954,NA,NA,NA,Skeena
278,209,Pink (Odd),1954,NA,NA,NA,Skeena
279,172,Lake Sockeye,1954,NA,NA,NA,Skeena
280,173,Lake Sockeye,1954,NA,NA,NA,Skeena
281,179,Lake Sockeye,1954,NA,NA,NA,Skeena
282,182,Lake Sockeye,1954,NA,NA,NA,Skeena
283,184,Lake Sockeye,1954,NA,NA,NA,Skeena
284,204,Lake Sockeye,1954,NA,NA,NA,Skeena
285,243,Lake Sockeye,1954,NA,NA,NA,Skeena
286,174,Lake Sockeye,1954,NA,NA,NA,Skeena
287,181,Lake Sockeye,1954,NA,NA,NA,Skeena
288,194,Lake Sockeye,1954,NA,NA,NA,Skeena
289,195,Lake Sockeye,1954,NA,NA,NA,Skeena
290,196,Lake Sockeye,1954,NA,NA,NA,Skeena
291,198,Lake Sockeye,1954,NA,NA,NA,Skeena
292,199,Lake Sockeye,1954,NA,NA,NA,Skeena
293,200,Lake Sockeye,1954,NA,NA,NA,Skeena
294,201,Lake Sockeye,1954,NA,NA,NA,Skeena
295,230,Lake Sockeye,1954,NA,NA,NA,Skeena
296,171,Lake Sockeye,1954,NA,20000,NA,Skeena
297,175,Lake Sockeye,1954,NA,500,NA,Skeena
298,176,Lake Sockeye,1954,NA,5275,NA,Skeena
299,177,Lake Sockeye,1954,NA,8250,NA,Skeena
300,178,Lake Sockeye,1954,NA,1000,NA,Skeena
301,180,Lake Sockeye,1954,NA,NA,NA,Skeena
302,203,Lake Sockeye,1954,NA,NA,NA,Skeena
303,186,Lake Sockeye,1954,NA,NA,NA,Skeena
304,189,Lake Sockeye,1954,NA,NA,NA,Skeena
305,183,Lake Sockeye,1954,NA,NA,NA,Skeena
306,185,Lake Sockeye,1954,NA,NA,NA,Skeena
307,187,Lake Sockeye,1954,NA,225,NA,Skeena
308,188,Lake Sockeye,1954,NA,NA,NA,Skeena
309,190,Lake Sockeye,1954,NA,NA,NA,Skeena
310,191,Lake Sockeye,1954,NA,1000,NA,Skeena
311,192,Lake Sockeye,1954,NA,9200,NA,Skeena
312,193,Lake Sockeye,1954,NA,NA,NA,Skeena
313,197,Lake Sockeye,1954,NA,NA,NA,Skeena
314,226,River Sockeye,1954,NA,750,NA,Skeena
315,216,River Sockeye,1954,NA,NA,NA,Skeena
316,205,Chinook,1955,NA,3600,NA,Skeena
317,210,Chinook,1955,NA,NA,NA,Skeena
318,206,Chinook,1955,NA,750,NA,Skeena
319,207,Chinook,1955,NA,NA,NA,Skeena
320,222,Chinook,1955,NA,34028,NA,Skeena
321,217,Chinook,1955,NA,7850,NA,Skeena
322,221,Chinook,1955,NA,925,NA,Skeena
323,224,Chinook,1955,NA,200,NA,Skeena
324,212,Chinook,1955,NA,NA,NA,Skeena
325,227,Chinook,1955,NA,75,NA,Skeena
326,229,Chinook,1955,NA,NA,NA,Skeena
327,241,Chinook,1955,NA,NA,NA,Skeena
328,211,Chum,1955,514,600,1004,Skeena
329,214,Chum,1955,21937,3000,42889,Skeena
330,220,Chum,1955,1559,250,3048,Skeena
331,242,Chum,1955,NA,NA,NA,Skeena
332,202,Coho,1955,193387,42200,429749,Skeena
333,215,Coho,1955,144682,42097,321515,Skeena
334,231,Coho,1955,NA,200,NA,Skeena
335,225,Coho,1955,NA,600,NA,Skeena
336,240,Pink (Even),1955,NA,NA,NA,Skeena
337,213,Pink (Odd),1955,302225,225101,590883,Skeena
338,219,Pink (Even),1955,NA,NA,NA,Skeena
339,218,Pink (Even),1955,NA,NA,NA,Skeena
340,223,Pink (Odd),1955,129860,79850,231634,Skeena
341,209,Pink (Odd),1955,392423,192375,767229,Skeena
342,172,Lake Sockeye,1955,NA,NA,NA,Skeena
343,173,Lake Sockeye,1955,NA,NA,NA,Skeena
344,179,Lake Sockeye,1955,NA,NA,NA,Skeena
345,182,Lake Sockeye,1955,NA,NA,NA,Skeena
346,184,Lake Sockeye,1955,NA,NA,NA,Skeena
347,204,Lake Sockeye,1955,NA,NA,NA,Skeena
348,243,Lake Sockeye,1955,NA,NA,NA,Skeena
349,174,Lake Sockeye,1955,NA,NA,NA,Skeena
350,181,Lake Sockeye,1955,NA,NA,NA,Skeena
351,194,Lake Sockeye,1955,NA,NA,NA,Skeena
352,195,Lake Sockeye,1955,NA,NA,NA,Skeena
353,196,Lake Sockeye,1955,NA,NA,NA,Skeena
354,198,Lake Sockeye,1955,NA,NA,NA,Skeena
355,199,Lake Sockeye,1955,NA,NA,NA,Skeena
356,200,Lake Sockeye,1955,NA,NA,NA,Skeena
357,201,Lake Sockeye,1955,NA,NA,NA,Skeena
358,230,Lake Sockeye,1955,NA,NA,NA,Skeena
359,171,Lake Sockeye,1955,NA,19250,NA,Skeena
360,175,Lake Sockeye,1955,NA,25,NA,Skeena
361,176,Lake Sockeye,1955,NA,2450,NA,Skeena
362,177,Lake Sockeye,1955,NA,3700,NA,Skeena
363,178,Lake Sockeye,1955,NA,1000,NA,Skeena
364,180,Lake Sockeye,1955,NA,NA,NA,Skeena
365,203,Lake Sockeye,1955,NA,NA,NA,Skeena
366,186,Lake Sockeye,1955,NA,NA,NA,Skeena
367,189,Lake Sockeye,1955,NA,NA,NA,Skeena
368,183,Lake Sockeye,1955,NA,NA,NA,Skeena
369,185,Lake Sockeye,1955,NA,4000,NA,Skeena
370,187,Lake Sockeye,1955,NA,950,NA,Skeena
371,188,Lake Sockeye,1955,NA,NA,NA,Skeena
372,190,Lake Sockeye,1955,NA,NA,NA,Skeena
373,191,Lake Sockeye,1955,NA,500,NA,Skeena
374,192,Lake Sockeye,1955,NA,4500,NA,Skeena
375,193,Lake Sockeye,1955,NA,NA,NA,Skeena
376,197,Lake Sockeye,1955,NA,NA,NA,Skeena
377,226,River Sockeye,1955,NA,75,NA,Skeena
378,216,River Sockeye,1955,NA,NA,NA,Skeena
379,205,Chinook,1956,NA,2500,NA,Skeena
380,210,Chinook,1956,NA,25,NA,Skeena
381,206,Chinook,1956,NA,950,NA,Skeena
382,207,Chinook,1956,NA,NA,NA,Skeena
383,222,Chinook,1956,NA,40345,NA,Skeena
384,217,Chinook,1956,NA,3950,NA,Skeena
385,221,Chinook,1956,NA,1500,NA,Skeena
386,224,Chinook,1956,NA,750,NA,Skeena
387,212,Chinook,1956,NA,NA,NA,Skeena
388,227,Chinook,1956,NA,200,NA,Skeena
389,229,Chinook,1956,NA,NA,NA,Skeena
390,241,Chinook,1956,NA,NA,NA,Skeena
391,211,Chum,1956,6213,305,14004,Skeena
392,214,Chum,1956,51186,5003,115372,Skeena
393,220,Chum,1956,1371,245,3091,Skeena
394,242,Chum,1956,NA,NA,NA,Skeena
395,202,Coho,1956,383388,58475,851974,Skeena
396,215,Coho,1956,210753,51075,468339,Skeena
397,231,Coho,1956,NA,400,NA,Skeena
398,225,Coho,1956,66618,3510,136313,Skeena
399,240,Pink (Even),1956,NA,NA,NA,Skeena
400,213,Pink (Odd),1956,NA,NA,NA,Skeena
401,219,Pink (Even),1956,493389,311531,1247491,Skeena
402,218,Pink (Even),1956,80375,115666,181164,Skeena
403,223,Pink (Odd),1956,NA,NA,NA,Skeena
404,209,Pink (Odd),1956,NA,NA,NA,Skeena
405,172,Lake Sockeye,1956,NA,NA,NA,Skeena
406,173,Lake Sockeye,1956,NA,NA,NA,Skeena
407,179,Lake Sockeye,1956,NA,NA,NA,Skeena
408,182,Lake Sockeye,1956,NA,NA,NA,Skeena
409,184,Lake Sockeye,1956,NA,NA,NA,Skeena
410,204,Lake Sockeye,1956,NA,NA,NA,Skeena
411,243,Lake Sockeye,1956,NA,NA,NA,Skeena
412,174,Lake Sockeye,1956,NA,NA,NA,Skeena
413,181,Lake Sockeye,1956,NA,NA,NA,Skeena
414,194,Lake Sockeye,1956,NA,NA,NA,Skeena
415,195,Lake Sockeye,1956,NA,NA,NA,Skeena
416,196,Lake Sockeye,1956,NA,NA,NA,Skeena
417,198,Lake Sockeye,1956,NA,NA,NA,Skeena
418,199,Lake Sockeye,1956,NA,NA,NA,Skeena
419,200,Lake Sockeye,1956,NA,NA,NA,Skeena
420,201,Lake Sockeye,1956,NA,NA,NA,Skeena
421,230,Lake Sockeye,1956,NA,NA,NA,Skeena
422,171,Lake Sockeye,1956,NA,26000,NA,Skeena
423,175,Lake Sockeye,1956,NA,5,NA,Skeena
424,176,Lake Sockeye,1956,NA,12575,NA,Skeena
425,177,Lake Sockeye,1956,NA,3575,NA,Skeena
426,178,Lake Sockeye,1956,NA,750,NA,Skeena
427,180,Lake Sockeye,1956,NA,NA,NA,Skeena
428,203,Lake Sockeye,1956,NA,NA,NA,Skeena
429,186,Lake Sockeye,1956,NA,NA,NA,Skeena
430,189,Lake Sockeye,1956,NA,NA,NA,Skeena
431,183,Lake Sockeye,1956,NA,NA,NA,Skeena
432,185,Lake Sockeye,1956,NA,6000,NA,Skeena
433,187,Lake Sockeye,1956,NA,8275,NA,Skeena
434,188,Lake Sockeye,1956,NA,NA,NA,Skeena
435,190,Lake Sockeye,1956,NA,NA,NA,Skeena
436,191,Lake Sockeye,1956,NA,750,NA,Skeena
437,192,Lake Sockeye,1956,NA,7725,NA,Skeena
438,193,Lake Sockeye,1956,NA,NA,NA,Skeena
439,197,Lake Sockeye,1956,NA,NA,NA,Skeena
440,226,River Sockeye,1956,NA,NA,NA,Skeena
441,216,River Sockeye,1956,NA,NA,NA,Skeena
442,205,Chinook,1957,NA,7000,NA,Skeena
443,210,Chinook,1957,NA,NA,NA,Skeena
444,206,Chinook,1957,NA,1900,NA,Skeena
445,207,Chinook,1957,NA,NA,NA,Skeena
446,222,Chinook,1957,NA,31609,NA,Skeena
447,217,Chinook,1957,NA,15475,NA,Skeena
448,221,Chinook,1957,NA,200,NA,Skeena
449,224,Chinook,1957,NA,750,NA,Skeena
450,212,Chinook,1957,NA,NA,NA,Skeena
451,227,Chinook,1957,NA,200,NA,Skeena
452,229,Chinook,1957,NA,NA,NA,Skeena
453,241,Chinook,1957,NA,NA,NA,Skeena
454,211,Chum,1957,3455,5125,7588,Skeena
455,214,Chum,1957,5850,3915,12847,Skeena
456,220,Chum,1957,13367,1750,29355,Skeena
457,242,Chum,1957,NA,NA,NA,Skeena
458,202,Coho,1957,261359,41950,580797,Skeena
459,215,Coho,1957,50649,29146,112554,Skeena
460,231,Coho,1957,NA,NA,NA,Skeena
461,225,Coho,1957,66618,5675,136313,Skeena
462,240,Pink (Even),1957,NA,NA,NA,Skeena
463,213,Pink (Odd),1957,657126,747590,1443123,Skeena
464,219,Pink (Even),1957,NA,NA,NA,Skeena
465,218,Pink (Even),1957,NA,NA,NA,Skeena
466,223,Pink (Odd),1957,61794,119750,130340,Skeena
467,209,Pink (Odd),1957,502052,225050,1102562,Skeena
468,172,Lake Sockeye,1957,NA,NA,NA,Skeena
469,173,Lake Sockeye,1957,NA,NA,NA,Skeena
470,179,Lake Sockeye,1957,NA,NA,NA,Skeena
471,182,Lake Sockeye,1957,NA,NA,NA,Skeena
472,184,Lake Sockeye,1957,NA,NA,NA,Skeena
473,204,Lake Sockeye,1957,NA,NA,NA,Skeena
474,243,Lake Sockeye,1957,NA,NA,NA,Skeena
475,174,Lake Sockeye,1957,NA,NA,NA,Skeena
476,181,Lake Sockeye,1957,NA,NA,NA,Skeena
477,194,Lake Sockeye,1957,NA,75,NA,Skeena
478,195,Lake Sockeye,1957,NA,NA,NA,Skeena
479,196,Lake Sockeye,1957,NA,NA,NA,Skeena
480,198,Lake Sockeye,1957,NA,NA,NA,Skeena
481,199,Lake Sockeye,1957,NA,NA,NA,Skeena
482,200,Lake Sockeye,1957,NA,NA,NA,Skeena
483,201,Lake Sockeye,1957,NA,750,NA,Skeena
484,230,Lake Sockeye,1957,NA,NA,NA,Skeena
485,171,Lake Sockeye,1957,NA,42900,NA,Skeena
486,175,Lake Sockeye,1957,NA,NA,NA,Skeena
487,176,Lake Sockeye,1957,NA,4475,NA,Skeena
488,177,Lake Sockeye,1957,NA,7700,NA,Skeena
489,178,Lake Sockeye,1957,NA,3500,NA,Skeena
490,180,Lake Sockeye,1957,NA,NA,NA,Skeena
491,203,Lake Sockeye,1957,NA,NA,NA,Skeena
492,186,Lake Sockeye,1957,NA,NA,NA,Skeena
