"cuid","cuname.x","cu_acronym","du_number","du_acronym","DU_name","FULL_CU_IN","spp","gen_length","COSEWIC_status","survey_quality","survey_coverage","survey_execution","catch_quality","dq_score","cu_enh_rank","Sites"
921,"East Howe Sound-Burrard Inlet",NA,NA,NA,NA,"PKO-2","Pink",2,NA,0,0,0,3,3,"Moderate",13
751,"Adams and Momich Lakes_Early Summer",NA,NA,NA,"Adams ES","SEL-09-xx","Sockeye-Lake",4,"Extinct",0,0,0,0,0,"None",5
NA,"Francois-First Run-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Francois-Second Run-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Indian/Kruger-Early Summer timing",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Kitwancool",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Osoyoos",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Sockeye Creek",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Tuwartz",NA,NA,NA,NA,NA,"Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"Soda Creek",NA,NA,NA,NA,"SEL-18-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA
204,"Babine-Pinkut",NA,NA,NA,NA,NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
186,"Nilkitkwa",NA,NA,NA,NA,"SEL-21-02-LW","Sockeye-Lake",5,NA,3,5,5,5,18,"None",NA
188,"Swan",NA,NA,NA,NA,"SEL-21-10","Sockeye-Lake",5,NA,0,2,3,5,10,"None",NA
182,"Club Lake",NA,NA,NA,NA,NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
751,"Adams and Momich Lakes_Early Summer",NA,NA,NA,"Momich-ES","SEL-09-xx","Sockeye-Lake",4,"Endangered",0,0,0,0,0,"None",5
917,"Georgia Strait",NA,"PE01",NA,"Georgia Strait Mainland","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68
917,"Georgia Strait",NA,"PE01",NA,"Georgia Strait Mainland","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68
917,"Georgia Strait",NA,"PE02",NA,"E Vancouver Is - Georgia Strait","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68
917,"Georgia Strait",NA,"PE02",NA,"E Vancouver Is - Georgia Strait","PKE-1","Pink",2,NA,4,4,4,3,15,"Moderate",68
920,"Southern Fjords",NA,"PE03",NA,"South Coastal Streams - Queen Charlotte Strait - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
920,"Southern Fjords",NA,"PE03",NA,"South Coastal Streams - Queen Charlotte Strait - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
920,"Southern Fjords",NA,"PE04",NA,"Homathko - Klinaklini","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
920,"Southern Fjords",NA,"PE04",NA,"Homathko - Klinaklini","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
920,"Southern Fjords",NA,"PE05",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
920,"Southern Fjords",NA,"PE05",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords","PKE-4","Pink",2,NA,3,2,4,3,12,"Moderate",102
918,"West Vancouver Island",NA,"PE06",NA,"West Vancouver Island","PKE-2","Pink",2,NA,0,0,0,0,0,"Low",85
919,"Northwest Vancouver Island",NA,"PE07",NA,"Northwest Vancouver Island","PKE-3","Pink",2,NA,0,0,0,0,0,"Low",35
812,"West Haida Gwaii",NA,"PE08",NA,"Haida Gwaii - West","PKE-11","Pink",2,NA,0,2,1,2,5,"None",66
812,"West Haida Gwaii",NA,"PE08",NA,"Haida Gwaii - West","PKE-11","Pink",2,NA,0,2,1,2,5,"None",66
810,"North Haida Gwaii",NA,"PE09",NA,"Haida Gwaii - North","PKE-09","Pink",2,NA,0,3,1,2,6,"None",NA
810,"North Haida Gwaii",NA,"PE09",NA,"Haida Gwaii - North","PKE-09","Pink",2,NA,0,3,1,2,6,"None",NA
811,"East Haida Gwaii",NA,"PE10",NA,"Haida Gwaii - East","PKE-10","Pink",2,NA,0,2,1,2,5,"Low",100
811,"East Haida Gwaii",NA,"PE10",NA,"Haida Gwaii - East","PKE-10","Pink",2,NA,0,2,1,2,5,"Low",100
608,"Hecate Lowlands",NA,"PE11",NA,"Rivers - Smith Inlets","PKE-05","Pink",2,NA,0,4,3,2,9,"None",NA
608,"Hecate Lowlands",NA,"PE11",NA,"Rivers - Smith Inlets","PKE-05","Pink",2,NA,0,4,3,2,9,"None",NA
609,"Hecate Strait-Fjords",NA,"PE12",NA,"Bella Coola - Dean Rivers","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE12",NA,"Bella Coola - Dean Rivers","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE12",NA,"Bella Coola - Dean Rivers","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE12",NA,"Bella Coola - Dean Rivers","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
608,"Hecate Lowlands",NA,"PE13",NA,"Hecate Strait Mainland","PKE-05","Pink",2,NA,0,4,3,2,9,"None",NA
608,"Hecate Lowlands",NA,"PE13",NA,"Hecate Strait Mainland","PKE-05","Pink",2,NA,0,4,3,2,9,"None",NA
609,"Hecate Strait-Fjords",NA,"PE14",NA,"Northern Coastal Streams","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE14",NA,"Northern Coastal Streams","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE14",NA,"Northern Coastal Streams","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
609,"Hecate Strait-Fjords",NA,"PE14",NA,"Northern Coastal Streams","PKE-06","Pink",2,NA,0,4,4,2,10,"None",NA
219,"Nass-Skeena Estuary (even)",NA,"PE15",NA,"Skeena Estuary","PKE-07","Pink",2,NA,0,4,3,3,10,"Low",NA
240,"Lower Skeena (even)",NA,"PE16",NA,"Lower Skeena","PKE-7","Pink",2,NA,0,0,0,0,0,NA,164
219,"Nass-Skeena Estuary (even)",NA,"PE16",NA,"Lower Skeena","PKE-07","Pink",2,NA,0,4,3,3,10,"Low",NA
218,"Middle-Upper Skeena (even)",NA,"PE17",NA,"Middle Skeena","PKE-08","Pink",2,NA,0,4,2,3,9,"None",NA
218,"Middle-Upper Skeena (even)",NA,"PE18",NA,"Upper Skeena","PKE-08","Pink",2,NA,0,4,2,3,9,"None",NA
219,"Nass-Skeena Estuary (even)",NA,"PE19",NA,"Lower Nass - Portland Canal","PKE-07","Pink",2,NA,0,4,3,3,10,"Low",NA
415,"Upper Nass",NA,"PE20",NA,"Upper Nass","PKE-12","Pink",NA,NA,0,0,0,0,0,"None",6
1019,"TRANSBOUNDARY FJORDS","TBFj","PE21","UNUK","Unuk","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1019,"TRANSBOUNDARY FJORDS","TBFj","PE22","LSTK","Lower Stikine","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1019,"TRANSBOUNDARY FJORDS","TBFj","PE23","WHITING","Whiting","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1019,"TRANSBOUNDARY FJORDS","TBFj","PE24","TAKU","Taku","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1019,"TRANSBOUNDARY FJORDS","TBFj","PE25","CHILKAT","Chilkat","PKE-13","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
NA,NA,NA,"PE26","ALSEK","Alsek",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"Fraser River",NA,"PO01",NA,"Lower Fraser","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO02",NA,"Lillooet","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO03",NA,"Fraser Canyon","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO04",NA,"Middle Fraser","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO05",NA,"Upper Fraser","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO06",NA,"Lower Thompson","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO07",NA,"South Thompson","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
710,"Fraser River",NA,"PO08",NA,"North Thompson","PKO-1","Pink",2,NA,5,5,5,5,20,"Moderate",96
922,"Georgia Strait",NA,"PO09",NA,"Georgia Strait Mainland","PKO-3","Pink",2,NA,3,3,5,3,14,"Moderate",78
922,"Georgia Strait",NA,"PO09",NA,"Georgia Strait Mainland","PKO-3","Pink",2,NA,3,3,5,3,14,"Moderate",78
923,"East Vancouver Island-Johnstone Strait",NA,"PO10",NA,"E Vancouver Is - Georgia Strait","PKO-4","Pink",2,NA,3,4,5,3,15,"Moderate",12
926,"Southern Fjords",NA,"PO11",NA,"South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords","PKO-7","Pink",2,NA,3,1,2,3,9,"None",48
926,"Southern Fjords",NA,"PO11",NA,"South Coastal Streams - Queen Charlotte Strait - Johntsone Strait - Southern Fjords","PKO-7","Pink",2,NA,3,1,2,3,9,"None",48
610,"Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean",NA,"PO12",NA,"Homathko - Klinaklini","PKO-08","Pink",2,NA,0,2,1,2,5,"Low",NA
NA,NA,NA,"PO13",NA,"E Vancouver Is - Johnstone Strait - Southern Fjords",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA
925,"West Vancouver Island",NA,"PO14",NA,"West Vancouver Island","PKO-6","Pink",2,NA,0,0,0,0,0,"None",67
924,"Nahwitti",NA,"PO15",NA,"Northwest Vancouver Island","PKO-5","Pink",2,NA,5,2,3,3,13,"Moderate",24
815,"West Haida Gwaii",NA,"PO16",NA,"Haida Gwaii - West","PKO-11","Pink",2,NA,0,1,0,2,3,"None",39
815,"West Haida Gwaii",NA,"PO16",NA,"Haida Gwaii - West","PKO-11","Pink",2,NA,0,1,0,2,3,"None",39
814,"North Haida Gwaii",NA,"PO17",NA,"Haida Gwaii - North","PKO-10","Pink",2,NA,0,0,0,2,2,"None",13
814,"North Haida Gwaii",NA,"PO17",NA,"Haida Gwaii - North","PKO-10","Pink",2,NA,0,0,0,2,2,"None",13
813,"East Haida Gwaii",NA,"PO18",NA,"Haida Gwaii - East","PKO-09","Pink",2,NA,0,1,1,2,4,"Low",NA
813,"East Haida Gwaii",NA,"PO18",NA,"Haida Gwaii - East","PKO-09","Pink",2,NA,0,1,1,2,4,"Low",NA
610,"Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean",NA,"PO19",NA,"Rivers-Smith Inlets","PKO-08","Pink",2,NA,0,2,1,2,5,"Low",NA
610,"Homathko-Klinaklini-Rivers-Smith-Bella Coola Dean",NA,"PO20",NA,"Bella Coola - Dean Rivers","PKO-08","Pink",2,NA,0,2,1,2,5,"Low",NA
611,"Hecate Strait-Lowlands",NA,"PO21",NA,"Hecate Strait Mainland","PKO-12","Pink",2,NA,1,3,3,2,9,"None",182
611,"Hecate Strait-Lowlands",NA,"PO21",NA,"Hecate Strait Mainland","PKO-12","Pink",2,NA,1,3,3,2,9,"None",182
612,"Hecate Strait-Fjords",NA,"PO22",NA,"Northern Coastal Streams","PKO-13","Pink",2,NA,1,4,3,2,10,"None",105
612,"Hecate Strait-Fjords",NA,"PO22",NA,"Northern Coastal Streams","PKO-13","Pink",2,NA,1,4,3,2,10,"None",105
612,"Hecate Strait-Fjords",NA,"PO22",NA,"Northern Coastal Streams","PKO-13","Pink",2,NA,1,4,3,2,10,"None",105
612,"Hecate Strait-Fjords",NA,"PO22",NA,"Northern Coastal Streams","PKO-13","Pink",2,NA,1,4,3,2,10,"None",105
223,"Nass-Skeena Estuary (odd)",NA,"PO23",NA,"Skeena Estuary","PKO-14","Pink",2,NA,1,2,3,3,9,"Low",37
209,"Lower Skeena (odd)",NA,"PO24",NA,"Lower Skeena","PKO-15","Pink",2,NA,1,3,2,3,9,"None",58
213,"Middle & Upper Skeena (odd)",NA,"PO25",NA,"Middle Skeena","PKO-16","Pink",2,NA,1,3,2,3,9,"None",65
213,"Middle & Upper Skeena (odd)",NA,"PO26",NA,"Upper Skeena","PKO-16","Pink",2,NA,1,3,2,3,9,"None",65
414,"Nass-Portland-Observatory",NA,"PO27",NA,"Lower Nass - Portland Canal","PKO-17","Pink",2,NA,1,4,2,3,10,"None",60
412,"Upper Nass",NA,"PO28",NA,"Upper Nass","PKO-18","Pink",NA,NA,0,0,0,0,0,"None",5
1020,"TRANSBOUNDARY FJORDS","TBFj","PO29","UNUK","Unuk","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1020,"TRANSBOUNDARY FJORDS","TBFj","PO30","LSTK","Lower Stikine","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1020,"TRANSBOUNDARY FJORDS","TBFj","PO31","WHITING","Whitiing","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1020,"TRANSBOUNDARY FJORDS","TBFj","PO32","TAKU","Taku","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
1020,"TRANSBOUNDARY FJORDS","TBFj","PO33","CHILKAT","Chilkat","PKO-19","Pink",NA,NA,NA,NA,NA,NA,NA,NA,1
NA,NA,NA,"PO34","ALSEK","Alsek",NA,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"Anderson/Seton_Early Summer",NA,"SE001",NA,"Anderson-Seton-ES population","SEL-06-01","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"High",6
735,"Bowron_Early Summer",NA,"SE002",NA,"Bowron-ES population","SEL-07-01","Sockeye-Lake",4,"Endangered",2,5,5,5,17,"None",4
720,"Chilko_Early Summer",NA,"SE003",NA,"Chilko-ES population / Chilko-S population","SEL-06-02","Sockeye-Lake",4,"Not at risk",0,0,0,0,0,"None",1
721,"Chilko_Summer",NA,"SE004",NA,"Chilko-ES population / Chilko-S population","SEL-06-03","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"None",3
711,"Chilliwack_Early Summer",NA,"SE005",NA,"Chilliwack-ES population","SEL-03-01","Sockeye-Lake",4,"Not at risk",3,5,5,0,13,"None",3
712,"Cultus_Late",NA,"SE006",NA,"Cultus-L population","SEL-03-02","Sockeye-Lake",4,"Endangered",5,5,5,5,20,"High",1
725,"Francois/Fraser_Summer",NA,"SE007",NA,"Francois-Fraser-S population","SEL-06-07","Sockeye-Lake",4,"Special Concern",4,5,5,5,19,"Low",5
727,"Nadina/Francois_Early Summer",NA,"SE008",NA,"Nadina-Francois-ES population","SEL-06-20","Sockeye-Lake",4,"Not at risk",4,5,5,5,19,"None",2
713,"Harrison-downstream migrating_Late",NA,"SE009",NA,"Harrison (D/S)-L population","SEL-03-03","Sockeye-Lake",4,"Special Concern",3,5,5,0,13,"None",11
714,"Harrison-upstream migrating_Late",NA,"SE010",NA,"Harrison (U/S)-L population","SEL-03-04","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"None",4
740,"Kamloops_Early Summer",NA,"SE011",NA,"Kamloops-ES population","SEL-10-01","Sockeye-Lake",4,"Special Concern",2,5,5,5,17,"None",10
716,"Lillooet/Harrison_Late",NA,"SE012",NA,"Lillooet-Harrison-L population","SEL-04-01","Sockeye-Lake",4,"Special Concern",4,5,5,5,19,"None",12
718,"Nahatlatch_Early Summer",NA,"SE013",NA,"Nahatlatch-ES population","SEL-05-02","Sockeye-Lake",4,"Special Concern",2,5,5,0,12,"None",2
752,"North Barriere_Early Summer",NA,"SE014",NA,"North Barriere-ES population","SEL-10-03","Sockeye-Lake",4,"Extinct",3,5,5,5,18,"None",2
715,"Pitt_Early Summer",NA,"SE015",NA,"Pitt-ES population","SEL-03-05","Sockeye-Lake",4,"Not at risk",3,5,5,5,18,"High",8
728,"Quesnel_Summer",NA,"SE016",NA,"Quesnel-S population","SEL-06-10","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"Moderate",94
729,"Seton_Late",NA,"SE017",NA,"Seton-L population","SEL-06-11","Sockeye-Lake",4,"Endangered",0,0,0,5,5,"None",1
739,"Shuswap_Late",NA,"SE018",NA,"Shuswap Complex-L population","SEL-09-03","Sockeye-Lake",4,"Not at risk",2,5,5,5,17,"None",71
738,"Shuswap_Early Summer",NA,"SE019",NA,"Shuswap-ES population","SEL-09-02","Sockeye-Lake",4,"Not at risk",0,0,0,5,5,"Low",24
732,"Takla/Trembleur_Early Stuart",NA,"SE020",NA,"Takla-Trembleur-EStu population","SEL-06-14","Sockeye-Lake",4,"Endangered",3,5,5,5,18,"None",44
731,"Takla/Trembleur/Stuart_Summer",NA,"SE021",NA,"Takla-Trembleur-Stuart-S population","SEL-06-13","Sockeye-Lake",4,"Endangered",3,5,4,5,17,"None",11
734,"Taseko_Early Summer",NA,"SE022",NA,"Taseko-ES population","SEL-06-16","Sockeye-Lake",4,"Endangered",2,5,5,0,12,"None",6
742,"Widgeon",NA,"SE023",NA,"Widgeon (River-Type) population","SER-02","Sockeye-River",4,"Threatened",0,0,0,0,0,"None",2
745,"Harrison River",NA,"SE024",NA,"Harrison (River-Type) population","SER-03","Sockeye-River",4,"Not at risk",4,5,5,5,19,"None",1
973,"East Vancouver Island and Georgia Strait",NA,"SE025","SC-GStr","South Coast-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48
973,"East Vancouver Island and Georgia Strait",NA,"SE026","EVI-GStr","East Vancouver Island-Georgia Strait","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48
971,"Southern Fjords",NA,"SE027","SC-SFj","South Coast-Southern Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA
973,"East Vancouver Island and Georgia Strait",NA,"SE028","EVI-SFj","East Vancouver Island-Southern Fjords","SER-08","Sockeye-River",5,NA,0,0,0,0,0,"None",48
971,"Southern Fjords",NA,"SE029","HK","Hamothko-Klinaklini-Southern Fjords","SER-009","Sockeye-River",5,NA,0,0,0,0,0,"None",NA
972,"West Vancouver Island",NA,"SE030","WVI","West Vancouver Is","SER-010","Sockeye-River",5,NA,0,0,0,0,0,"Low",NA
974,"NW Vancouver Island",NA,"SE031","NWVI","Northwest Vancouver Is","SER-011","Sockeye-River",5,NA,0,0,0,0,0,"None",NA
818,"West Haida Gwaii",NA,"SE032","WHG","West Haida Gwaii","SER-14","Sockeye-River",NA,NA,0,0,0,0,0,"None",25
817,"North Haida Gwaii",NA,"SE033","NHG","North Haida Gwaii","SER-15","Sockeye-River",NA,NA,0,0,0,0,0,"None",2
816,"East Haida Gwaii",NA,"SE034","EHG","East Haida Gwaii","SER-13","Sockeye-River",NA,NA,0,0,0,0,0,"None",14
613,"Rivers-Smith Inlets",NA,"SE035","RSI","Rivers-Smith Inlets","SER-12","Sockeye-River",4,NA,0,0,0,0,0,"None",10
614,"Northern Coastal Fjords",NA,"SE036","BCD","Bella Coola-Dean Rivers","SER-16","Sockeye-Lake",4,NA,0,0,0,0,0,"None",94
614,"Northern Coastal Fjords",NA,"SE037","NC","Northern Coastal Streams","SER-16","Sockeye-Lake",4,NA,0,0,0,0,0,"None",94
615,"Northern Coastal",NA,"SE038","HecLow","Hecate Lowlands","SER-17","Sockeye-River",4,NA,0,0,0,0,0,"None",44
226,"Skeena River",NA,"SE039","LSK","Lower Skeena River","SER-18","Sockeye-River",5,NA,0,0,0,0,0,"None",22
226,"Skeena River",NA,"SE040","MSK","Middle Skeena River","SER-18","Sockeye-River",5,NA,0,0,0,0,0,"None",22
216,"Skeena River-high interior",NA,"SE041","USK","Upper Skeena River","SER-19","Sockeye-River",5,NA,1,5,3,5,14,"None",1
426,"Lower Nass-Portland",NA,"SE042","LNR-P","Lower Nass-Portland","SER-20","Sockeye-River",4,NA,1,4,5,5,15,"None",17
427,"Upper Nass River",NA,"SE043","UNR","Upper Nass River","SER-21","Sockeye-River",4,NA,0,0,0,0,0,"None",3
1023,"Northern Transboundary Fjords","TBFj","SE044","LStk","Stikine River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,"Northern Transboundary Fjords","TBFj","SE045","TAKU","Taku River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,"Northern Transboundary Fjords","TBFj","SE046","Whiting","Whiting River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,"Northern Transboundary Fjords","TBFj","SE047","UNUK","Unuk River","SER-022","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"Chilkat River","CHILKAR","SE048","CHILKAT","Chilkat River","SER-023","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,"Alsek River","ALSEK","SE049","ALSEK","Alsek River","SER-024","Sockeye-River",NA,NA,NA,NA,NA,NA,NA,NA,NA
933,"Sakinaw","SAKINAW","SE051","SAKINAW","Sakinaw","SEL-11-07","Sockeye-Lake",5,"Endangered",5,5,5,0,15,"High",1
935,"Tzoonie","TZOONIE","SE052","TZOONIE","Tzoonie","SEL-11-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
927,"Fulmore","FULMORE","SE053","FULMORE","Fulmore","SEL-11-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
928,"Heydon","HEYDON","SE054","HEYDON","Heydon","SEL-11-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
929,"Kakweiken","KAWEIKEN","SE055","KAWEIKEN","Kakweiken","SEL-11-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
930,"Loose","LOOSE","SE056","LOOSE","Loose","SEL-11-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
931,"Mackenzie","MACKENZIE","SE057","MACKENZIE","Mackenzie","SEL-11-05","Sockeye-Lake",5,NA,2,5,1,0,8,"None",1
932,"Phillips","PHILLIPS","SE058","PHILLIPS","Phillips","SEL-11-06","Sockeye-Lake",5,NA,3,5,5,0,13,"None",2
937,"Ida/Bonanza","IDA/BONANZA","SE059","IDA/BONANZA","Ida/Bonanza","SEL-12-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
938,"Nahwitti","NAHWITTI","SE060","NAHWITTI","Nahwitti","SEL-12-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
939,"Nimpkish","NIMPKISH","SE061","NIMPKISH","Nimpkish","SEL-12-03","Sockeye-Lake",5,NA,4,5,5,0,14,"Low",2
941,"Quatse","QUATSE","SE062","QUATSE","Quatse","SEL-12-05","Sockeye-Lake",4,NA,0,0,0,0,0,"None",1
942,"Schoen","SCHOEN","SE063","SCHOEN","Schoen","SEL-12-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA
943,"Shushartie","SHUSHARTIE","SE064","SHUSHARTIE","Shushartie","SEL-12-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
944,"Woss","WOSS","SE065","WOSS","Woss","SEL-12-08","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA
976,"Vernon","VERNON","SE066","VERNON","Vernon","SEL-12-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",NA
947,"Cecilia","CECILIA","SE067","CECILIA","Cecilia","SEL-13-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
948,"Cheewat","CHEEWAT","SE068","CHEEWAT","Cheewat","SEL-13-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
949,"Clayoquot","CLAYQUOT","SE069","CLAYQUOT","Clayoquot","SEL-13-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2
950,"Deserted","DESERTED","SE070","DESERTED","Deserted","SEL-13-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
951,"Fairy","FAIRY","SE071","FAIRY","Fairy","SEL-13-07","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3
952,"Great Central","GCL","SE072","GCL","Great Central","SEL-13-08","Sockeye-Lake",5,NA,0,0,0,3,3,"None",NA
953,"Henderson","HENDERSON","SE073","HENDERSON","Henderson","SEL-13-09","Sockeye-Lake",5,NA,5,5,2,0,12,"None",1
954,"Hesquiat","HESQUIAT","SE074","HESQUIAT","Hesquiat","SEL-13-10","Sockeye-Lake",5,NA,0,0,1,0,1,"None",1
955,"Hobiton","HOBITON","SE075","HOBITON","Hobiton","SEL-13-11","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
956,"Jansen","JANSEN","SE076","JANSEN","Jansen","SEL-13-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
957,"Kanim","KANIM","SE077","KANIM","Kanim","SEL-13-13","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
958,"Kennedy","KENNEDEY","SE078","KENNEDEY","Kennedy","SEL-13-14","Sockeye-Lake",5,NA,0,0,0,0,0,"None",6
959,"Maggie","MAGGIE","SE079","MAGGIE","Maggie","SEL-13-15","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
960,"Megin","MEGIN","SE080","MEGIN","Megin","SEL-13-16","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
961,"Muchalat","MUCHALAT","SE081","MUCHALAT","Muchalat","SEL-13-17","Sockeye-Lake",5,NA,0,0,0,0,0,"None",3
962,"Muriel","MURIEL","SE082","MURIEL","Muriel","SEL-13-18","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",3
963,"Nitinat","NITINAT","SE083","NITINAT","Nitinat","SEL-13-19","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2
966,"Park River","PARK","SE084","PARK","Park River","SEL-13-22","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
967,"Power","POWER","SE085","POWER","Power","SEL-13-23","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
969,"Sproat","SPROAT","SE086","SPROAT","Sproat","SEL-13-25","Sockeye-Lake",5,NA,0,0,0,3,3,"None",1
945,"Alice","ALICE","SE087","ALICE","Alice","SEL-13-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
946,"Canoe Creek","CANOE","SE088","CANOE","Canoe Creek","SEL-13-02","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
964,"O'Connell","O'CONNELL","SE089","O'CONNELL","O'Connell","SEL-13-20","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
970,"William/Brink","WILLIAM/BRINK","SE090","WILLIAM/BRINK","William/Brink","SEL-13-26","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
825,"Mercer","MERCER","SE091","MERCER","Mercer","SEL-17-07","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
821,"Fairfax","FAIRFAX","SE092","FAIRFAX","Fairfax","SEL-17-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
